place_id,name,city,region,address,lat,lng,vibe,crowd,good_for,temp_class,has_stay,duration_class,budget,season,drive_time_from_blr_min,photo_urls,short_summary,maps_query
1131-bar-kitchen,1131 Bar + Kitchen,Bengaluru,Karnataka,"1131, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",12.9698113,77.64151749999999,lively,high,couples|groups,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqHCRBXtmWOhKvyuW3cRa_mH_f1OIeSqjDNb8M5fJP0fPbmVZ7j93FZhjWhFtBpQLFTFaKkd51rpasdX1eyNlDUgQV2okxfGg0U=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqEUtTX6Cx_n0_GBhKfBWpK3Vq7fZ2MrUl5GKXO56bmqIgMnmrAvJXMOqJzEBbK3zBX81q7BiYheOfBqQ2qeBS7K-SC9sIjb9kw=s4800-w1080|https://lh3.googleusercontent.com/place-photos/AJRVUZMSq8po5FreNPcQv8WmdPv4wAQQXmbqmMi2UK9CB60DTokBqNfM7z2rcT0p3-v1fd247NwjJ_9jjDW5WYbCcMtFi7iQjszz_4zZMmNOATTha_eyT3AuD7uloPMTJjdQm_xgDSOPzP1q2CO178wgNwaS=s4800-w1200,"Bar And Grill in Bengaluru — rated 4.3★ across 11,952 Google reviews","1131 Bar + Kitchen, Bengaluru"
truffles-koramangala,Truffles Koramangala,Bengaluru,Karnataka,"Apex Building, Ground Floor, A Wing, 93/A, 4th B Cross Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9335313,77.6143168,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZMQajfbJNd44vj3dbW6SHxJIDytnwv2tc2-ec4wDLRLYJaqIAZpGr-dJo7GZPy3eEoo7gZiXYNfZ2HGzyWl2l1aOf8dQEpkKOA2MQp0T2AtYQmry2z7D6v5jIaMRpvDGkvOxJObVyPHHWsJzQ=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZNNsNeAe1LnfWJQWfQfx9P7QeogN_eUDWPEOSEKH-j51vhBBO5TqTYTAd86A0gBPFEjt68ip6C9MHoBPDD-t4eBgIc0o4zfGCo0kBVtY339EZrXO4tSsObQSe5uE23zbLnOnx2BGADVHUIonCQ=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZNnLz3Ownpcs3Cf0D43aqXK2ZWFDs_slFFOGuqhHpjPBqug37imfPWiFKM-lftPALgRtfxQC39oP6P0Y4mr6aXBfRLSYDiOM5AnJ2lb8Isg2Fp4ROsGtE2MA5KTBrwXIUYPwxlKOyl0A6VOxhMa0NL_Xg=s4800-w1200,"Restaurant in Bengaluru — rated 4.5★ across 50,571 Google reviews","Truffles Koramangala, Bengaluru"
dyu-art-cafe,Dyu Art Cafe,Bengaluru,Karnataka,"Dyu art cafe 23, KHB MIG Colony, 22, 1st Cross Rd, KHB Colony, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.937307599999999,77.61765439999999,quiet|retro,high,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqHXEyespUew_TcU-Gg0XdKaMa_wdJoqAsHygsd3sb2dVsIEXL6eXfSTXvoVcr7uc_tbt_TuUuao6SRe2HKqY21wKhOWrqS4zrs=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqHfVdjp1GotCLUPR07gexqgZwHuVBEyBDqyJQqRZ_l16RQkLpUmkiTIfjE18KCc0MMzONXOX5v8TpOOFjKm47srcF5_qp7ebc4=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPchQBcarLH49OW37b7lBktQxYQ7WjC-mixkZYneueIA0kunwVQatZFYnr0L4N4mwA_BUovCj5mZCyVwUnO3SmbNEGoEWJq53GQ9e38ccWQHti-R3jVLkFeq2qxUII1g7-Scj5Fc3hRoGyb7VcmgN-1oQ=s4800-w1200,"Cafe in Bengaluru — rated 4.4★ across 20,817 Google reviews","Dyu Art Cafe, Bengaluru"
bistro-claytopia,Bistro Claytopia,Bengaluru,Karnataka,"SBI Park, 11, 80 Feet Rd, near Wipro Park, 3rd Block, Koramangala 1A Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",12.925592799999999,77.6332723,quiet|retro,high,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.2★ across 8,199 Google reviews","Bistro Claytopia, Bengaluru"
the-hole-in-the-wall-cafe,The Hole In The Wall Cafe,Bengaluru,Karnataka,"3, 8th Main Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560047, India",12.934705399999999,77.6256024,quiet|retro,high,couples|solo|groups,temperate,true,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqH_J3LtkqB42BFgqHuO6YS4VJzDFQkV1pZVLP60CQUSFE1WgrCZFmJS4gv5cB9jmmJd2Us_HW9FdIrY7M1_PAgUqqA82n5Iik4=s4800-w480|https://lh3.googleusercontent.com/places/ANXAkqHgZNVKe3htW_u2Mbn9EJcthZWBZ4xQ6mFLET0MjWiitgOC9CU62-Mgulb84J1V6Rm3pkbXHEfgjH7rkZKu_ueq5MotzYnr2Lg=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZO8T2Z53znjs5UFm2ujTr0WGb8vsZvqI-LzJeqyc3F5A6l6y_-7MVc5ICmgl3tVym8ifLQjYLIvDxKts4xKgr6kHUKPzYAreNKc_jGJwKhBmr9ygv1lpIFRBkO653d3_bW1D7QkTdyz9yen1mvNh2wFfw=s4800-w1200,"Cafe in Bengaluru — rated 4.3★ across 20,794 Google reviews","The Hole In The Wall Cafe, Bengaluru"
154-breakfast-club,154 Breakfast Club,Bengaluru,Karnataka,"No. 440, 2nd Floor, 8th Main Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",12.9333838,77.6270794,quiet|retro,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Breakfast Restaurant in Bengaluru — rated 4.2★ across 5,399 Google reviews","154 Breakfast Club, Bengaluru"
madiwala-cafe,MADIWALA CAFE,Bengaluru,Karnataka,"6 1st main, 3rd Cross Rd, Madiwala New Extension, Maruti Nagar, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India",12.9263654,77.6158464,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.2★ across 1,396 Google reviews","MADIWALA CAFE, Bengaluru"
the-craftery-by-subko-blr,"The Craftery By Subko, BLR",Bengaluru,Karnataka,"No. 374, No. 68, BBMP PID, 2-374, 3rd Block, Santhosapuram, situated at, Koramangala, Bengaluru, Karnataka 560034, India",12.9258697,77.6255362,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Coffee Shop in Bengaluru — rated 4.2★ across 1,080 Google reviews","The Craftery By Subko, BLR, Bengaluru"
roastea-curated-coffee-and-tea-artisans,Roastea - Curated Coffee And Tea Artisans,Bengaluru,Karnataka,"612/3, 80 Feet Rd, next to Akshaya Motors Mercedes Benz Showroom, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",12.935825500000002,77.62819259999999,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.6★ across 2,500 Google reviews","Roastea - Curated Coffee And Tea Artisans, Bengaluru"
mitico-coffee-roasters,Mitico Coffee Roasters,Bengaluru,Karnataka,"62, Jyoti Nivas College Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9334472,77.6150751,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.5★ across 1,043 Google reviews","Mitico Coffee Roasters, Bengaluru"
fenny-s-lounge-kitchen,Fenny's Lounge & Kitchen,Bengaluru,Karnataka,"3rd Floor, WJP7+39W, 115, 80 Feet Rd, above Starbucks, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.935214799999999,77.6134976,lively,high,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqEzGRIzAjmrULeEw74oRZrb1T9sxqdkvda4TFW63cCXghUB9GnOSHu-SV3sMv8PxAPL7U7S77LOoXWs7QR5hdUBbgRyWvg8lBM=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqHlOv85yXm4ajodhwCAx8WJ27bLr0Kh1m_se2VHU7b9AzHIYqSzSNaZEq6yNmH1vMxF686PZw1kVCVog6BKT-mNo1Se4porQUE=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZNrmqnFwqMdK1olYTllNJB-5_f0d3oHSdL5762hQ3Ps56rnuwzpTP-h8vPwJho9U-BEfzvMSIlzhqi-m_cnpUHkICSR-xOGDa8Q1FeRz4vv8jnKgz5dttGGx0jEiQTDPIYrWCjLgtO-kicm2BNR4aImAg=s4800-w1200,"Cocktail Bar in Bengaluru — rated 4.3★ across 11,154 Google reviews","Fenny's Lounge & Kitchen, Bengaluru"
blue-tokai-coffee-roasters-koramangala,Blue Tokai Coffee Roasters | Koramangala,Bengaluru,Karnataka,"583, 20th Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9406758,77.6201983,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.2★ across 2,439 Google reviews","Blue Tokai Coffee Roasters | Koramangala, Bengaluru"
sendhoor-coffee,Sendhoor Coffee,Bengaluru,Karnataka,"No. 100, Koundinya, 18th Main Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.936974699999999,77.6202519,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"South Indian Restaurant in Bengaluru — rated 4.4★ across 5,919 Google reviews","Sendhoor Coffee, Bengaluru"
babylonia-global-food-and-cocktails,Babylonia - Global Food and Cocktails,Bengaluru,Karnataka,"7th Block, 9, 20th Main Rd, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.936228,77.6157097,lively,medium,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Restaurant in Bengaluru — rated 4.3★ across 1,326 Google reviews","Babylonia - Global Food and Cocktails, Bengaluru"
dialogues-cafe-koramangala,Dialogues Cafe Koramangala,Bengaluru,Karnataka,"21, 80 Feet Rd, Nirguna Mandir Layout, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",12.932417899999999,77.631954,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.3★ across 2,382 Google reviews","Dialogues Cafe Koramangala, Bengaluru"
third-wave-coffee-pogkts,Third Wave Coffee,Bengaluru,Karnataka,"1, 4th Block, 984, 80 Feet Rd, Maharaja Signal, AVS Layout, Koramangala, Bengaluru, Karnataka 560034, India",12.934721699999999,77.6295729,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Cafe in Bengaluru — rated 4.4★ across 4,938 Google reviews","Third Wave Coffee, Bengaluru"
mcdonald-s,McDonald's,Bengaluru,Karnataka,"Unit No 10, AKS Plaza No 10, Jyoti Nivas College Rd, opposite Forum Mall Musallah Masjid, KHB Colony, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095, India",12.9353688,77.6155361,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Fast Food Restaurant in Bengaluru — rated 4.3★ across 7,722 Google reviews","McDonald's, Bengaluru"
starbucks,Starbucks,Bengaluru,Karnataka,"756, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",12.932400699999999,77.6315671,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Coffee Shop in Bengaluru — rated 4.4★ across 1,092 Google reviews","Starbucks, Bengaluru"
krust-cafe,Krust Cafe,Bengaluru,Karnataka,"29, 2nd Main Rd, S.T. Bed, 1st Block Koramangala, Ejipura, Bengaluru, Karnataka 560034, India",12.928497,77.6359186,quiet|retro,low,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,Cafe in Bengaluru — rated 4.6★ across 490 Google reviews,"Krust Cafe, Bengaluru"
the-peck,The Peck,Bengaluru,Karnataka,"585, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.940854999999999,77.620344,quiet|retro,low,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,Cafe in Bengaluru — rated 4.3★ across 440 Google reviews,"The Peck, Bengaluru"
tim-hortons,Tim Hortons,Bengaluru,Karnataka,"8 Block, Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9398549,77.6195518,quiet|retro,medium,couples|solo|groups,temperate,false,few-hours,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Coffee Shop in Bengaluru — rated 4.3★ across 1,491 Google reviews","Tim Hortons, Bengaluru"
the-bier-library,The Bier Library,Bengaluru,Karnataka,"14, Patel Narayana Reddy Layout, 80 Feet Rd, Venkappa Garden, 6th Block, Ejipura, Bengaluru, Karnataka 560095, India",12.939220599999999,77.6261115,lively,high,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqGmw94nvq5HJ4EAq2vyvySyyD4WriKwP7ZIGV6Qr0XTlbxOwoQ3qPP6rPtzMxwi3bb_W4l_YjVvQqQgYQpAswLzihGOyfQ8Uj0=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZM7y-ff7rynMr75tlCeuhuJ7cHW_2xRib6ZjkXGL1FQPQefInyshIq78h0Dki5X3UkZp3Cy1A2ZbS_6MT_tWU8rHndbCGd2ckION5pdHHOQygYfLjFLqxr4r7KeiqKKwQHNP3n0ySVhdrApM3ry8PuAxw=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqGh04hebW25A-mHwm6mXE6Di_29lUQrFUtI0uLACRXecxxo4GEy-nkAb5ugV1li5Hjsf0nu04O1fjGh_41eIM2-oKUmq8O_qVU=s4800-w1200,"Brewpub in Bengaluru — rated 4.4★ across 22,569 Google reviews","The Bier Library, Bengaluru"
savoury-business-hotel,Savoury Business Hotel,Bengaluru,Karnataka,"84, Hosur main road, Near Federal Bank ATM, Madiwala, 84, Hosur Rd, Zuzuvadi, Madiwala, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India",12.9260187,77.6169853,scenic|quiet,high,couples|family|groups,temperate,true,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqHFH4xi45Yhr77bqG4N5RnOt-DJ4LFtFFyput1wGW1lYR9wyxbkMX5zJnZGcPs0niioPoVQpzjJVc2etSAJL8VF5fwpler5CfI=s4800-w700|https://lh3.googleusercontent.com/place-photos/AJRVUZPyZvoyFVGTrbuTqRl8VDw1hA2cI3ri64CjHqtmXdfojdV3DwggKwiTVs2LLrDjiSaJbPGpDUPYujiEbA_9rjc4-lP8qLl49wf15f1SU5Dox83bVu49ZS_XXoAHTaWuJKaX_whG5KuKsx0FcQ=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZOgcpAW7DbJrhEPZBfrTByZgykSxonEv9vodL6IzNFyq6oyGrvpY938RFVGh9nEPd3QH-mLLcVgIppTS17FgDPlguyHrCErjEDqmOVUeAmkSq2E7hnr1jcNUrQWCBivIMshDrSPTQhzNo_OZEE=s4800-w1200,"Hotel in Bengaluru — rated 4.1★ across 13,602 Google reviews","Savoury Business Hotel, Bengaluru"
meghana-foods-koramangala,Meghana Foods - Koramangala,Bengaluru,Karnataka,"124, 1st A cross Rd, near Jyoti Nivas College Road, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9346193,77.6163924,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZP4YPsyBO4wGnSI7OeqECOAoKVxMg1ZV8xYzSTLSP7r-vSFUx939hjC-qJnNR8yGWKamwMJ9ykzkS6WLVOYks2N-a8zsDEkWIRVpdWajX4KSvSzx_QyPKaztqczOYrQj9sv64ZBNg9L00xZdg=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZNHlqBiIBAvCoYm6zZLUu_Y4NVoI-_XXHLbQq9KokejdgLcXsw5c0CQwUut6sq2EcYamIiYfGPQt2k4PJfFAXUaOvbShviRCv-WXj5N4nQK0sBw6I3_DwyeHuZVehYtaqO0NEMTGbj6E74dQtaowBaM=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZMJ1WBNZ5RrVC1EZjccKebj6nO6nZCs9mVtUWXLZKqgC4P5_UUwr_7QHA7w4oXZfyHTRzIdq58oAHbBiwMxfMBDT3Zq6sI2p1YpNSCjIXRxuknE7AJ4eC_asiUkKwXY8kxV0CaEXgixAeSZ4x0=s4800-w1080,"South Indian Restaurant in Bengaluru — rated 4.3★ across 21,769 Google reviews","Meghana Foods - Koramangala, Bengaluru"
chin-lung-resto-bar-koramangala,"CHIN LUNG RESTO-BAR, KORAMANGALA",Bengaluru,Karnataka,"769, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",12.9318575,77.6320392,lively,high,couples|groups,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar And Grill in Bengaluru — rated 4.2★ across 6,353 Google reviews","CHIN LUNG RESTO-BAR, KORAMANGALA, Bengaluru"
sunburn-union,Sunburn Union,Bengaluru,Karnataka,"passport office, Mantri Avenue, next to Koramangala, KHB Games Village, Koramangala, Bengaluru, Karnataka 560095, India",12.945165699999999,77.62013519999999,lively,medium,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Night Club in Bengaluru — rated 4.1★ across 2,960 Google reviews","Sunburn Union, Bengaluru"
koramangala-social,Koramangala SOCIAL,Bengaluru,Karnataka,"Plot 118, Seventh Block, 80 Feet Rd, above Bodyworks Spa, KHB Colony, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.935563199999999,77.614179,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqG52qZWs-9uDVOHSOu-DLpOkwrP7tKIRARlHSXJtppPjBh3MX3636pJUW8F9B_SvnbXnyWphI_oajMo4YrOSBV2UatBy5PuY6c=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPsqCfahNmPYnbBLXLvv6tqveSuCvk01nqZnpt2xUcCJYVLPx8I7E6YTounbRfVTzSi4aKDxeI0s9RlVH6UeV1Dil1OroPdafQZz7UAQ9U0isOouvBvONUyj6_AU3WQ5KZvFOtu3IZQepQZI3_4w7fx=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZO7EWkx_ij-oUCB35zxPekXIryj5wPqqKh6eqwQttPOw5uRL7H8iPHZ9ZhEWHkEhphz_GVBmGu2q9a-xEkx6yVKfVp4TmoWLNPdhjPCgToJOJYTt_ikN1Y_heA4BaiTdyRnnoXa7pfb5XXTHLzDsGR5YQ=s4800-w1200,"Bar in Bengaluru — rated 4.2★ across 25,837 Google reviews","Koramangala SOCIAL, Bengaluru"
boho-koramangala,BOHO Koramangala,Bengaluru,Karnataka,"105, 1st A cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9344374,77.6159175,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar in Bengaluru — rated 4.1★ across 10,150 Google reviews","BOHO Koramangala, Bengaluru"
nagarjuna-restaurant-since-1984-koramangala,Nagarjuna Restaurant Since 1984 - Koramangala,Bengaluru,Karnataka,"138, 1st Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.933745600000002,77.62121479999999,lively,high,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/place-photos/AJRVUZP-5dbjvMhTYuRF2tA9vt2AUJDt3QQyflN7wEtoKxvZyOimEMk2DK51pKKw6SU9qTB1jfI3It-DZDWKpkexJt1oHK6gftk5C-IDmGJaXGNVFxkllFnDSxOibyv15CpDYXFR-zyWeUaZAoflyMoautaHWQ=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZOBrbE1J-KyJm9EcsM6NAkWS5rJmh1fLNSSaPKQ_0_fDtM2h8DHghVA9cfMxxCJ0ZcKYGPoLxtlNZ5puy-Q3uGJn3ct_9GRrvS7i-bbWKlinuUtlhY4t_JryNxzTpAkQrV8arbrOnb8wKFq_g=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZN_xZaSa3e5H-d4RnM1oESed8KhIBpRC6t_cF0osj2q_UCzmAeIT5pU2_uL9xVwjlkrWZknziPw9kMgbGEimbu2Cdv_CG3UPRgha6coPFb97wwbVk6uDRSfpuLynv4-xndf2IMg-MoE3ZHjZudVxbB2bQ=s4800-w1200,"South Indian Restaurant in Bengaluru — rated 4.2★ across 15,807 Google reviews","Nagarjuna Restaurant Since 1984 - Koramangala, Bengaluru"
bob-s-bar-koramangala,Bob's Bar - Koramangala,Bengaluru,Karnataka,"No 1,2,3,4 and 12, Ground Floor, Raheja Arcade, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9344793,77.6130544,lively,high,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Pub in Bengaluru — rated 4.2★ across 8,279 Google reviews","Bob's Bar - Koramangala, Bengaluru"
the-reservoire-koramangala,The Reservoire Koramangala,Bengaluru,Karnataka,"17th Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9334087,77.62221760000001,lively,high,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqEPaoi_1HphRmvx49tSJQlIn4eOxm1WBWbyazv2EIdrPgcWK6adyAwN0dFosphZVJACJ0fPIBLOYarXgcOjUjAZv5ig5p0B5pw=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqElD3tpvpyuJKY76rxYbC1DLXEwGTKGnT3s3CihnrRFh7G4J6gkBQiKyG-99rJAH7loL_uHp7rpO52T3DGjJ56Nw-Q4ley2Rzk=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZPOrR1gj9jaOqX7agSqn3fpoundHalmD1JYjc-VPbVCZ2PlfbiiLGPyyDdHwRc3xFL2DgYgVCX0MeYGSGgk2acs-XVFNnTmvqQMhxu7AUgOdDHYC1marSQ_kS0kgL3iETrq3ti3vHJ9h6MUCGOqi-PCdQ=s4800-w1200,"Cocktail Bar in Bengaluru — rated 4.3★ across 15,404 Google reviews","The Reservoire Koramangala, Bengaluru"
magique,Magique,Bengaluru,Karnataka,"Plot No 36, 100 Feet Rd, opp. to Shilton Royale Hotel, Srinivagilu, Chandra Reddy Layout, S T Bed Layout, Koramangala, Bengaluru, Karnataka 560095, India",12.937676,77.62698619999999,lively,medium,groups|couples,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,"Bar in Bengaluru — rated 3.8★ across 2,054 Google reviews","Magique, Bengaluru"
brooks-and-bonds-brewery,Brooks and Bonds Brewery,Bengaluru,Karnataka,"4, 100 Feet Rd, KHB Block Koramangala, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9341636,77.6233573,lively,high,groups|couples,temperate,false,half-day,3,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,https://lh3.googleusercontent.com/places/ANXAkqGy_uk1RQcqq-rT2MqO-ry1Ni5hcAjmRYOqVG8rtJN-dh_61IF9XLY3CkV7VzEakHIoRHt6qbdEo7a5Cx8LPdXRAlfYHVSz_Xw=s4800-w1200|https://lh3.googleusercontent.com/places/ANXAkqGbp_c34ce11O8bRpKFwmUwIC-nh7iNgpbF8Ui01K5qvXo5LO0hU5BdWSlsRsBQ-D6164h5RHyGmCjgmiJHIBfInus2QRfbyVQ=s4800-w1200|https://lh3.googleusercontent.com/place-photos/AJRVUZNSd-Vaeo2yRbyk1bf_oAq4cFIxpK8wqT5u3VTcD1of9Ow8fCFYLOS-072Tfv9UESG7KHTVReM7tg6_Vba8LysIqP9aeUQJUr7z-H8vUW1IP_tR29fk41EbIyxkSpfqEG3KqJAmWSaeBujKc7gBQGV7=s4800-w960,"Brewpub in Bengaluru — rated 4.1★ across 11,489 Google reviews","Brooks and Bonds Brewery, Bengaluru"
koramangala-food-street,Koramangala Food Street,Bengaluru,Karnataka,"121-17, 1st Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",12.9352003,77.6156391,lively,low,couples|groups|family,temperate,false,half-day,2,Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep|Oct|Nov|Dec,0,,Restaurant in Bengaluru — rated 4.0★ across 654 Google reviews,"Koramangala Food Street, Bengaluru"
